coaltypecode,economytypecode,standardclass,transmitstyle,grime_explosive,coalstatecode,design_output,proved_output,mine_waterburst,mine_waterburst_max,target
1.0,0.8333333333333334,0.125,0.0,0.11235955056179775,0.25,2.3333333333333333E-4,2.3333333333333333E-4,0.0026295030239284773,5.582160589946235E-4,0.0
0.0,0.0,0.0,0.0,0.058424265315699,0.25,9.333133010914341E-4,0.001199993322586034,0.009655149524031813,0.0012903103461818076,1.0
1.0,0.8333333333333334,0.25,0.03464469841376739,0.11235955056179775,0.25,2.180563026470883E-4,2.180563026470883E-4,0.004952207121311966,0.0010659918029339796,1.0
1.0,0.8333333333333334,0.8913564162902586,0.0,0.02065091067348512,0.5875,3.6396551749900296E-4,8.3515320264389E-4,0.01850467881024411,0.004015202068390937,1.0
0.0,0.0,0.0,0.0,0.0,0.25,0.0016531827183792788,0.005492630463547747,0.020635417390867456,0.004220325807732603,1.0
0.16201565934445342,0.0,0.0,0.0,0.036408013335832226,0.25,0.001108010439562969,0.001108010439562969,0.032856962692780406,0.0060039531963516244,1.0
0.5,0.0,0.08069576099978018,0.0,0.03982403505637737,0.25,0.001,0.001,0.04037453040231859,0.006519348123517298,1.0
1.0,0.5385431683485502,0.408881069214876,0.0,0.0,1.0,1.0E-4,1.0E-4,0.01850467881024411,0.004015202068390937,0.0
0.9178716565782293,0.06964527609637171,0.02053208585544264,0.0,0.018455807510510236,0.2625,0.0012785811043854861,0.0012785811043854861,0.013363471847020168,0.002543416501858027,1.0
0.0,0.0,0.0,0.0,0.0,0.25,0.0033333333333333335,0.0033333333333333335,0.0,2.9379792578664396E-5,0.0
1.0,0.5385431683485502,0.408881069214876,0.449438202247191,0.0,1.0,1.6666666666666666E-4,1.6666666666666666E-4,0.01850467881024411,0.004015202068390937,0.0
1.0,0.8333333333333334,1.0,1.0,0.06704731919492227,0.25,1.1111111111111112E-4,1.1111111111111112E-4,0.01850467881024411,0.004015202068390937,0.0
0.5,0.5385431683485502,0.408881069214876,0.2247191011235955,0.0,0.375,5.0E-4,5.0E-4,0.0,0.0,0.0
1.0,0.8333333333333334,0.25,0.11235955056179775,0.0,1.0,6.666666666666667E-5,6.666666666666667E-5,0.01850467881024411,0.004015202068390937,0.0
1.0,0.08333333333333333,0.125,0.0,0.11235955056179775,0.25,3.333333333333333E-4,3.333333333333333E-4,0.001051801209571391,2.3503834062931517E-4,0.0
1.0,0.8333333333333334,0.408881069214876,0.0,0.0,0.25,6.666666666666666E-4,6.666666666666666E-4,0.01850467881024411,0.004015202068390937,0.0
0.8211664322512217,0.44223357216604836,0.408881069214876,0.0,0.0,0.25,0.001492296504665581,0.001492296504665581,0.01850467881024411,0.004015202068390937,1.0
0.028930000957605985,0.5385431683485502,0.408881069214876,0.0,0.0,0.25,0.0013719066679434746,0.0030739322246694373,0.01850467881024411,0.004015202068390937,1.0
1.0,0.5385431683485502,0.408881069214876,1.0,0.0,1.0,6.666666666666667E-5,6.666666666666667E-5,0.01850467881024411,0.004015202068390937,0.0
0.0,0.0,0.0,0.0,0.0,0.25,0.0014844741376948472,0.002161491379231616,0.12931096821822693,0.017384253748966322,1.0
1.0,0.8333333333333334,0.25,0.11235955056179775,0.0,0.125,6.666666666666667E-5,6.666666666666667E-5,0.01850467881024411,0.004015202068390937,0.0
0.0,0.0,0.125,0.0,0.0,0.25,3.333333333333333E-4,6.333333333333333E-4,0.006573757559821194,0.0014689896289332197,0.0
1.0,0.8333333333333334,0.25,0.11105890918009041,0.037019636393363455,0.325,2.784208726831775E-4,2.784208726831775E-4,0.002865058802346895,5.050552711559357E-4,1.0
0.5,0.0,1.0,0.0,1.0,0.375,0.0033333333333333335,8.3515320264389E-4,7.888509071785432E-4,0.004015202068390937,0.0
1.0,0.8333333333333334,0.25,0.33707865168539325,0.0,0.25,1.6666666666666666E-4,1.6666666666666666E-4,0.006310807257428346,0.0010870523254105826,0.0
0.0,0.0,0.09844675221936808,0.0,0.0,0.25,0.0017875740177549443,0.0030500986903399256,0.12002607420469152,0.017677334342729327,1.0
0.5859993706020068,0.48833280883500574,0.7552763906058899,0.0,0.0,0.125,0.005746665268004459,0.0,0.036377595972234555,0.003443307991902969,1.0
1.0,0.8333333333333334,0.25,0.33707865168539325,0.0,0.25,6.666666666666667E-5,1.6666666666666666E-4,2.6295030239284776E-4,2.9379792578664396E-5,0.0
1.0,0.8333333333333334,0.408881069214876,0.33707865168539325,0.0,1.0,4.4444444444444447E-5,4.4444444444444447E-5,0.01850467881024411,0.004015202068390937,0.0
1.0,0.8333333333333334,0.25,0.11235955056179775,0.11235955056179775,0.625,6.666666666666667E-5,6.666666666666667E-5,0.0068367078622140415,0.0012927108734612333,0.0
0.0,0.5385431683485502,0.408881069214876,0.0,0.11235955056179775,0.375,5.0E-4,8.3515320264389E-4,0.01850467881024411,0.004015202068390937,0.0
0.5,0.0,0.125,0.0,0.0,0.2875,8.826484917600562E-4,8.435313223467417E-4,0.01172145906425396,0.0015931090958850064,1.0
1.0,0.5385431683485502,0.408881069214876,0.449438202247191,0.11235955056179775,1.0,6.666666666666667E-5,1.1111111111111112E-5,0.01850467881024411,0.004015202068390937,0.0
1.0,0.8333333333333334,0.25,0.2247191011235955,0.11235955056179775,0.25,6.666666666666667E-5,6.666666666666667E-5,0.007099658164606889,0.001263331080882569,0.0
0.05058508757755398,0.0,0.224707456211223,0.0,0.0,0.25,0.0010674467834367388,0.0010674467834367388,0.00545137910312593,0.0015432985979633256,1.0
1.0,0.8333333333333334,1.0,0.2247191011235955,0.0,1.0,1.0E-4,1.0E-4,0.003944254535892716,0.0013220906660398977,0.0
1.0,0.8333333333333334,0.125,0.0,0.11235955056179775,0.5,1.6666666666666666E-4,1.6666666666666666E-4,0.01656586905074941,0.003731233657490378,0.0
1.0,0.8333333333333334,0.125,0.3959416850956125,0.11235955056179775,0.25,9.861452739262807E-5,9.861452739262807E-5,0.0021548214758338527,4.08874802231621E-4,1.0
1.0,0.8333333333333334,0.25,0.449438202247191,0.11235955056179775,0.25,6.666666666666667E-5,4.4444444444444447E-5,0.002892453326321325,4.7007668125863034E-4,0.0
1.0,0.8333333333333334,0.25,0.0,0.11235955056179775,0.25,1.6666666666666666E-4,1.6666666666666666E-4,0.003944254535892716,7.344948144666099E-4,0.0
1.0,0.5385431683485502,0.408881069214876,0.2247191011235955,0.0,0.25,1.1041583089045515E-4,8.819360866823292E-5,0.01850467881024411,0.004015202068390937,1.0
0.07307795180372442,0.0,0.14615590360744862,0.0,0.0,0.2625,0.0012846146987975171,0.0020435872289242293,0.020813506141388917,0.003068604038631987,1.0
1.0,0.8333333333333334,0.25,0.21770699295728493,0.0,0.25,2.3957410960134977E-4,2.3957410960134977E-4,0.004108355936576819,8.905614129741406E-4,1.0
1.0,0.8333333333333334,0.25,0.0,0.11235955056179775,0.375,5.0E-4,4.4444444444444447E-5,0.013936366026820931,0.0018215471398771925,0.0
0.0,0.0,0.125,0.0,0.0,0.25,0.0016666666666666668,0.0012222222222222222,0.06468577438864055,0.010841143461527161,1.0
0.0,0.0,0.408881069214876,0.0,0.0,0.375,0.001,8.3515320264389E-4,0.01850467881024411,0.004015202068390937,0.0
0.5,0.0,0.6574175664629988,0.0,0.0,0.375,8.694924062716186E-4,8.259898750288246E-4,0.012656371877328727,0.002000316484653423,1.0
0.1525687613527423,0.5385431683485502,0.408881069214876,0.0,0.0,0.25,0.0015367583484703232,0.0033898979456792296,0.01850467881024411,0.004015202068390937,1.0
1.0,0.8333333333333334,0.25,0.0,0.0977969352841947,0.25,2.3147030465200025E-4,2.746727299755561E-4,0.00628141422012096,0.001838944252413942,1.0
1.0,0.8333333333333334,0.27061081912153034,0.003087763164274217,0.003087763164274217,0.375,9.752670170541636E-4,1.0E-4,0.00409881241587415,5.444904496061729E-4,1.0
